viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
gdp-per-capita-worldbank,DiscreteBar,tab=discrete-bar,tab=discrete-bar,326494f64a41745cd323832302ff3677,gdp-per-capita-worldbank-f88355aac84b3af61e7230eae8da2f3a_v57_300x160.svg,26,81,298382608,250566
gdp-per-capita-worldbank,Marimekko,tab=marimekko,tab=marimekko,e0be3637c5b60efbdb96f4bfccd38cf2,gdp-per-capita-worldbank-319ce4be43de4150da31ae9a5de0ac26_v57_300x160.svg,17,126,473645776,250566
gdp-vs-happiness,ScatterPlot,tab=scatter,tab=scatter,7d0c9a96fe76334b388366818a2bb413,gdp-vs-happiness-7ae6b286ba87c656487e4399a73119dc_v53_300x160.svg,33,206,338679280,313387
ghg-per-kg-poore,DiscreteBar,tab=discrete-bar,tab=discrete-bar,5425ab6778e193eedc22190c93c204e2,ghg-per-kg-poore-f88355aac84b3af61e7230eae8da2f3a_v17_300x160.svg,2,13,300319368,1242
gini-coefficient-vs-gdp-per-capita-pip,ScatterPlot,tab=scatter,tab=scatter,2806b05a57597d9fdf036618720113a8,gini-coefficient-vs-gdp-per-capita-pip-7ae6b286ba87c656487e4399a73119dc_v87_300x160.svg,263,634,238236448,2184259
global-child-deaths-by-cause,SlopeChart,tab=slope,tab=slope,d1a345e8f17a5b428f1d12408e20d951,global-child-deaths-by-cause-b641ba3f8c55310ebaa72a56775e90dd_v22_300x160.svg,1,12,282739584,3131
global-energy-substitution,StackedArea,tab=stacked-area,tab=stacked-area,2fe87bdefb817472e3d8cd27551ae244,global-energy-substitution-9da5fabd5ba19117b27cdbe481d84f99_v22_300x160.svg,5,31,314581784,24950
global-primary-energy,StackedArea,tab=stacked-area,tab=stacked-area,7d7cccd8da2cee6b10dd1a77b7d7644f,global-primary-energy-9da5fabd5ba19117b27cdbe481d84f99_v26_300x160.svg,13,39,300367336,24884
global-whale-biomass,SlopeChart,tab=slope,tab=slope,dc4ab75b8dbd03440c9d4a86005af52c,global-whale-biomass-b641ba3f8c55310ebaa72a56775e90dd_v6_300x160.svg,2,16,367967048,600
homelessness-rate-point-in-time-count,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,6bc29e2258e417e37a1a6d3a68e7bc64,homelessness-rate-point-in-time-count-a7a77a74cb2b694300091c7481efc11f_v46_300x160.svg,4,30,316664728,1351
how-important-religion-is-in-your-life,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,b35762d615e90e48327fad4b25e54ea3,how-important-religion-is-in-your-life-a7a77a74cb2b694300091c7481efc11f_v28_300x160.svg,9,43,291908000,75258
human-capital-index-in-2018,WorldMap,tab=map,tab=map,b8467c4a445800e8e377b7654799a545,human-capital-index-in-2018-83275d7e04dd5874f8a63e9a2aca43be_v17_300x160.svg,9,33,315422240,29039
human-capital-index-in-2018,Marimekko,tab=marimekko,tab=marimekko,e54ba3fb991b35c15be417aaf70a0f33,human-capital-index-in-2018-319ce4be43de4150da31ae9a5de0ac26_v17_300x160.svg,6,77,320450208,29039
human-capital-index-in-2018,LineChart,tab=line,tab=line,1f486735e2af42e0d8cc94bdab91e8b5,human-capital-index-in-2018-dfdaadb3d9a271eeafcf1252a03a641f_v17_300x160.svg,151,278,162344688,29039
human-capital-index-in-2018,DiscreteBar,tab=discrete-bar,tab=discrete-bar,0d7c348f5a44e22603f98622018518fc,human-capital-index-in-2018-f88355aac84b3af61e7230eae8da2f3a_v17_300x160.svg,6,12,305555224,29039
human-capital-index-in-2018,SlopeChart,tab=slope,tab=slope,5df62734e85a2f66d38c585a3ace6e37,human-capital-index-in-2018-b641ba3f8c55310ebaa72a56775e90dd_v17_300x160.svg,4,23,306036488,29039
human-development-index,WorldMap,tab=map,tab=map,1935fafc47bb0316c5d8b47feefa3dfa,human-development-index-83275d7e04dd5874f8a63e9a2aca43be_v31_300x160.svg,25,207,339239096,206213
human-development-index,LineChart,tab=line,tab=line,7bf4e75fbadcb49a95a1eeb9dbe4e87d,human-development-index-dfdaadb3d9a271eeafcf1252a03a641f_v31_300x160.svg,66,99,315751264,206213
human-development-index,DiscreteBar,tab=discrete-bar,tab=discrete-bar,cffdcc413986df128c22da435c0bd957,human-development-index-f88355aac84b3af61e7230eae8da2f3a_v31_300x160.svg,17,49,164305088,206213
human-development-index,SlopeChart,tab=slope,tab=slope,d22a45857b4412271651a524f742c400,human-development-index-b641ba3f8c55310ebaa72a56775e90dd_v31_300x160.svg,200,316,167653224,206213
human-development-index,Marimekko,tab=marimekko,tab=marimekko,568ba6755d725e994cd655303d501413,human-development-index-319ce4be43de4150da31ae9a5de0ac26_v31_300x160.svg,17,174,182933504,206213
human-development-index-vs-gdp-per-capita,ScatterPlot,tab=scatter,tab=scatter,2d7656202f9fed107f40ed3a8bcab385,human-development-index-vs-gdp-per-capita-7ae6b286ba87c656487e4399a73119dc_v26_300x160.svg,420,1074,258455536,2279862
life-expectancy,WorldMap,tab=map,tab=map,fea04421d362c4f7f64832def6fb5a05,life-expectancy-83275d7e04dd5874f8a63e9a2aca43be_v62_300x160.svg,27,336,516521432,675005
life-expectancy,LineChart,tab=line,tab=line,66394cee07db594065186083938060c0,life-expectancy-dfdaadb3d9a271eeafcf1252a03a641f_v62_300x160.svg,19,100,312084184,675005
life-expectancy,DiscreteBar,tab=discrete-bar,tab=discrete-bar,25b48f3d72dfac35bf336a244bb359f0,life-expectancy-f88355aac84b3af61e7230eae8da2f3a_v62_300x160.svg,26,58,352069200,675005
life-expectancy-marimekko,Marimekko,tab=marimekko,tab=marimekko,bd9c0721cd1fed70f547010526bd920d,life-expectancy-marimekko-319ce4be43de4150da31ae9a5de0ac26_v38_300x160.svg,410,1166,470067664,2516684
life-expectancy-vs-gdp-per-capita,ScatterPlot,tab=scatter,tab=scatter,4cc5485e573500a5fcbd73ebf9900662,life-expectancy-vs-gdp-per-capita-7ae6b286ba87c656487e4399a73119dc_v39_300x160.svg,549,1650,358726712,3169608
life-expectancy-vs-health-expenditure,ScatterPlot,tab=scatter,tab=scatter,4667efa318ed997ab98b2dae75b78bf1,life-expectancy-vs-health-expenditure-7ae6b286ba87c656487e4399a73119dc_v40_300x160.svg,126,261,362171136,643529
measles-cases-and-death-rate,LineChart,tab=line,tab=line,0e388fbcfe171ae64e991df0579cf5f1,measles-cases-and-death-rate-dfdaadb3d9a271eeafcf1252a03a641f_v23_300x160.svg,3,26,170583856,6290
measles-cases-and-death-rate,DiscreteBar,tab=discrete-bar,tab=discrete-bar,f09dd531a34f60d43bff80bbc45f1c8a,measles-cases-and-death-rate-f88355aac84b3af61e7230eae8da2f3a_v23_300x160.svg,5,26,177905776,6290
modern-renewable-energy-consumption,StackedArea,tab=stacked-area,tab=stacked-area,8945d7e73c6ff10022093c9f92b3c8c3,modern-renewable-energy-consumption-9da5fabd5ba19117b27cdbe481d84f99_v26_300x160.svg,40,54,176374208,769200
multidimensional-poverty-index-mpi,WorldMap,tab=map,tab=map,919717fa1c84b4dfb63730b5a5f2de53,multidimensional-poverty-index-mpi-83275d7e04dd5874f8a63e9a2aca43be_v41_300x160.svg,2,38,185906800,13187
multidimensional-poverty-index-mpi,Marimekko,tab=marimekko,tab=marimekko,32dbb672a302ac8fda6d49185f4c392c,multidimensional-poverty-index-mpi-319ce4be43de4150da31ae9a5de0ac26_v41_300x160.svg,3,40,268547048,13187
natural-disasters-by-type,StackedBar,tab=stacked-bar,tab=stacked-bar,7fff280cb440d021dc6491ea89527ac1,natural-disasters-by-type-68501dd450fb1055ac19ba51b2b84f64_v25_300x160.svg,4,92,194873984,33943
nuclear-warhead-inventories,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,f21fb53a0a7da631fa2335b2235810ae,nuclear-warhead-inventories-a7a77a74cb2b694300091c7481efc11f_v74_300x160.svg,4,16,270274272,1176
number-of-armed-conflicts,StackedBar,tab=stacked-bar,tab=stacked-bar,4c19606b86e8173fb7d2a9592b18604b,number-of-armed-conflicts-68501dd450fb1055ac19ba51b2b84f64_v48_300x160.svg,88,112,201790624,998359
number-of-deaths-by-risk-factor,DiscreteBar,tab=discrete-bar,tab=discrete-bar,c9e034ffbeac0f15da718fba9f878aa3,number-of-deaths-by-risk-factor-f88355aac84b3af61e7230eae8da2f3a_v47_300x160.svg,460,499,571096328,6480292
number-of-nuclear-weapons-tests,StackedBar,tab=stacked-bar,tab=stacked-bar,3c068497c785aaca324c534b28219231,number-of-nuclear-weapons-tests-68501dd450fb1055ac19ba51b2b84f64_v26_300x160.svg,4,201,295877800,16084
per-capita-energy-stacked,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,12ead1b83577a72aecd7991803e5039e,per-capita-energy-stacked-a7a77a74cb2b694300091c7481efc11f_v22_300x160.svg,108,157,184121208,1305985
per-capita-meat-consumption-by-type-kilograms-per-year,StackedArea,tab=stacked-area,tab=stacked-area,1d7f61b017b53a2cf8b18fffa782969e,per-capita-meat-consumption-by-type-kilograms-per-year-9da5fabd5ba19117b27cdbe481d84f99_v18_300x160.svg,205,226,388796488,2137046
per-capita-meat-type,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,0c7ba7b1f7a708b82b2c08e0cdf9cb9a,per-capita-meat-type-a7a77a74cb2b694300091c7481efc11f_v19_300x160.svg,160,180,303317224,2567432
plastic-waste-incinerated,SlopeChart,tab=slope,tab=slope,9347401278f1a44ea7a26e1979aa2961,plastic-waste-incinerated-b641ba3f8c55310ebaa72a56775e90dd_v11_300x160.svg,2,16,203701760,6794
plastic-waste-landfill,SlopeChart,tab=slope,tab=slope,fdb21ef81366e2a110fc9708d21c96a9,plastic-waste-landfill-b641ba3f8c55310ebaa72a56775e90dd_v12_300x160.svg,3,13,205159520,6855
population,WorldMap,tab=map,tab=map,3bf138813e05c5cdf6636c00ee4b892b,population-83275d7e04dd5874f8a63e9a2aca43be_v54_300x160.svg,44,234,238448272,1832381
population,LineChart,tab=line,tab=line,aa2a015e313261d2c9e3b01f12108921,population-dfdaadb3d9a271eeafcf1252a03a641f_v54_300x160.svg,37,150,219108504,1832381
population,DiscreteBar,tab=discrete-bar,tab=discrete-bar,cc2a85aa5e1da098f4fbfcb74062df63,population-f88355aac84b3af61e7230eae8da2f3a_v54_300x160.svg,44,113,401902672,1832381
population-by-age-group,StackedArea,tab=stacked-area,tab=stacked-area,450b9b2b62f074754f495ecff6e4ec6e,population-by-age-group-9da5fabd5ba19117b27cdbe481d84f99_v28_300x160.svg,246,302,227870328,2994528
population-regions-with-projections,StackedArea,tab=stacked-area,tab=stacked-area,b49434392c6c3bb7cd0dd87a8e3f6733,population-regions-with-projections-9da5fabd5ba19117b27cdbe481d84f99_v57_300x160.svg,34,120,319933168,2461098
primary-energy-source-bar,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,c7c0e229f024f26ad846d7563825b31e,primary-energy-source-bar-a7a77a74cb2b694300091c7481efc11f_v24_300x160.svg,86,110,235489560,1657253
share-multi-poverty,WorldMap,tab=map,tab=map,db5801b036bd1c4af93a12a7a131cbaa,share-multi-poverty-83275d7e04dd5874f8a63e9a2aca43be_v45_300x160.svg,5,34,407588880,12995
share-multi-poverty,Marimekko,tab=marimekko,tab=marimekko,b722d9d8ee8392450ed39ae3fb9d7495,share-multi-poverty-319ce4be43de4150da31ae9a5de0ac26_v45_300x160.svg,5,62,318304640,12995
share-of-households-by-type,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,f5ef1446a5023408f9bf008c6f607d30,share-of-households-by-type-a7a77a74cb2b694300091c7481efc11f_v24_300x160.svg,10,31,192469360,161806
share-of-plastic-waste-that-is-mismanaged,SlopeChart,tab=slope,tab=slope,8feedbdb9c8169dec2a60333e03e366b,share-of-plastic-waste-that-is-mismanaged-b641ba3f8c55310ebaa72a56775e90dd_v17_300x160.svg,4,10,240317312,6874
share-of-students-at-end-of-primary-education-achieving-minimum-math-proficiency,WorldMap,tab=map,tab=map,ecd0a61cd041a9711023931eb0691813,share-of-students-at-end-of-primary-education-achieving-minimum-math-proficiency-83275d7e04dd5874f8a63e9a2aca43be_v20_300x160.svg,2,24,256469680,25938
share-of-students-at-end-of-primary-education-achieving-minimum-math-proficiency,Marimekko,tab=marimekko,tab=marimekko,a75717d4121ae04d382b2610c2ff9a21,share-of-students-at-end-of-primary-education-achieving-minimum-math-proficiency-319ce4be43de4150da31ae9a5de0ac26_v20_300x160.svg,4,47,587382200,25938
share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency,WorldMap,tab=map,tab=map,346f22c56b2e4674f9b4ccf552b446d3,share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency-83275d7e04dd5874f8a63e9a2aca43be_v32_300x160.svg,3,31,330732872,26254
share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency,Marimekko,tab=marimekko,tab=marimekko,fe1f5b02cd5de63f1a84833d9efb26d9,share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency-319ce4be43de4150da31ae9a5de0ac26_v32_300x160.svg,3,82,437615280,26254
share-plastic-waste-recycled,SlopeChart,tab=slope,tab=slope,7d54e6c60838b0ad0ce238141ca341a1,share-plastic-waste-recycled-b641ba3f8c55310ebaa72a56775e90dd_v13_300x160.svg,5,17,202783072,6871
significant-volcanic-eruptions,WorldMap,tab=map,tab=map,2362623a466c1cef7fbaa2e773e0ac59,significant-volcanic-eruptions-83275d7e04dd5874f8a63e9a2aca43be_v9_300x160.svg,3,24,246803840,59810
significant-volcanic-eruptions,StackedBar,tab=stacked-bar,tab=stacked-bar,003b8c2a9fb65e589d4a14c45e0b1e22,significant-volcanic-eruptions-68501dd450fb1055ac19ba51b2b84f64_v9_300x160.svg,3,137,336218880,59810
views-of-americans-robot-vs-human-intelligence,SlopeChart,tab=slope,tab=slope,690a79288853900170c5331749bc88c3,views-of-americans-robot-vs-human-intelligence-b641ba3f8c55310ebaa72a56775e90dd_v23_300x160.svg,4,10,541513440,20573
views-of-americans-robot-vs-human-intelligence,LineChart,tab=line,tab=line,a1d81dcbb70d08a2d1f62e7ee59cb769,views-of-americans-robot-vs-human-intelligence-dfdaadb3d9a271eeafcf1252a03a641f_v23_300x160.svg,14,27,226282552,20573
whale-populations,SlopeChart,tab=slope,tab=slope,7fa5735b6a616d20fb283d9fc4620d01,whale-populations-b641ba3f8c55310ebaa72a56775e90dd_v10_300x160.svg,3,8,206322992,576
years-colonized,WorldMap,tab=map,tab=map,d2601c39dee05edb41bd5faac44a1ce8,years-colonized-83275d7e04dd5874f8a63e9a2aca43be_v18_300x160.svg,297,548,370452704,2322393
years-colonized,Marimekko,tab=marimekko,tab=marimekko,aa2a42dc1d186f260ca98418ace8fd74,years-colonized-319ce4be43de4150da31ae9a5de0ac26_v18_300x160.svg,258,520,657180792,2322393